C:\Users\Akash Ghimire\Desktop\Data]\IMG\center_2021_06_26_00_48_03_787.jpg, C:\Users\Akash Ghimire\Desktop\Data]\IMG\left_2021_06_26_00_48_03_787.jpg, C:\Users\Akash Ghimire\Desktop\Data]\IMG\right_2021_06_26_00_48_03_787.jpg, 0, 0, 0, 7.787076E-05
C:\Users\Akash Ghimire\Desktop\Data]\IMG\center_2021_06_26_00_48_03_887.jpg, C:\Users\Akash Ghimire\Desktop\Data]\IMG\left_2021_06_26_00_48_03_887.jpg, C:\Users\Akash Ghimire\Desktop\Data]\IMG\right_2021_06_26_00_48_03_887.jpg, 0, 0, 0, 7.814199E-05
C:\Users\Akash Ghimire\Desktop\Data]\IMG\center_2021_06_26_00_48_03_991.jpg, C:\Users\Akash Ghimire\Desktop\Data]\IMG\left_2021_06_26_00_48_03_991.jpg, C:\Users\Akash Ghimire\Desktop\Data]\IMG\right_2021_06_26_00_48_03_991.jpg, 0, 0, 0, 7.895819E-05
C:\Users\Akash Ghimire\Desktop\Data]\IMG\center_2021_06_26_00_48_04_092.jpg, C:\Users\Akash Ghimire\Desktop\Data]\IMG\left_2021_06_26_00_48_04_092.jpg, C:\Users\Akash Ghimire\Desktop\Data]\IMG\right_2021_06_26_00_48_04_092.jpg, 0, 0, 0, 7.852966E-05
C:\Users\Akash Ghimire\Desktop\Data]\IMG\center_2021_06_26_00_48_04_195.jpg, C:\Users\Akash Ghimire\Desktop\Data]\IMG\left_2021_06_26_00_48_04_195.jpg, C:\Users\Akash Ghimire\Desktop\Data]\IMG\right_2021_06_26_00_48_04_195.jpg, 0, 0, 0, 7.986171E-05
C:\Users\Akash Ghimire\Desktop\Data]\IMG\center_2021_06_26_00_48_04_297.jpg, C:\Users\Akash Ghimire\Desktop\Data]\IMG\left_2021_06_26_00_48_04_297.jpg, C:\Users\Akash Ghimire\Desktop\Data]\IMG\right_2021_06_26_00_48_04_297.jpg, 0, 0, 0, 7.77615E-05
C:\Users\Akash Ghimire\Desktop\Data]\IMG\center_2021_06_26_00_48_04_401.jpg, C:\Users\Akash Ghimire\Desktop\Data]\IMG\left_2021_06_26_00_48_04_401.jpg, C:\Users\Akash Ghimire\Desktop\Data]\IMG\right_2021_06_26_00_48_04_401.jpg, 0, 0, 0, 7.782847E-05
C:\Users\Akash Ghimire\Desktop\Data]\IMG\center_2021_06_26_00_48_04_503.jpg, C:\Users\Akash Ghimire\Desktop\Data]\IMG\left_2021_06_26_00_48_04_503.jpg, C:\Users\Akash Ghimire\Desktop\Data]\IMG\right_2021_06_26_00_48_04_503.jpg, 0, 0, 0, 7.820662E-05
C:\Users\Akash Ghimire\Desktop\Data]\IMG\center_2021_06_26_00_48_04_605.jpg, C:\Users\Akash Ghimire\Desktop\Data]\IMG\left_2021_06_26_00_48_04_605.jpg, C:\Users\Akash Ghimire\Desktop\Data]\IMG\right_2021_06_26_00_48_04_605.jpg, 0, 0, 0, 7.806314E-05
C:\Users\Akash Ghimire\Desktop\Data]\IMG\center_2021_06_26_00_48_04_712.jpg, C:\Users\Akash Ghimire\Desktop\Data]\IMG\left_2021_06_26_00_48_04_712.jpg, C:\Users\Akash Ghimire\Desktop\Data]\IMG\right_2021_06_26_00_48_04_712.jpg, 0, 0, 0, 7.82174E-05
C:\Users\Akash Ghimire\Desktop\Data]\IMG\center_2021_06_26_00_48_04_812.jpg, C:\Users\Akash Ghimire\Desktop\Data]\IMG\left_2021_06_26_00_48_04_812.jpg, C:\Users\Akash Ghimire\Desktop\Data]\IMG\right_2021_06_26_00_48_04_812.jpg, 0, 0, 0, 7.954866E-05
C:\Users\Akash Ghimire\Desktop\Data]\IMG\center_2021_06_26_00_48_04_915.jpg, C:\Users\Akash Ghimire\Desktop\Data]\IMG\left_2021_06_26_00_48_04_915.jpg, C:\Users\Akash Ghimire\Desktop\Data]\IMG\right_2021_06_26_00_48_04_915.jpg, 0, 0, 0, 7.891317E-05
